Sample Names	MutationType	ID83A	ID83B
27YO_UDI5	4:Del:R:4	1.0	0.0
27YO_UDI5	4:Del:R:5	1.0	0.0
27YO_UDI5	5:Del:R:0	1.0	0.0
27YO_UDI5	5:Del:R:1	1.0	0.0
27YO_UDI5	5:Del:R:2	1.0	0.0
27YO_UDI5	5:Del:R:3	1.0	0.0
27YO_UDI5	5:Del:R:4	1.0	0.0
27YO_UDI5	5:Del:R:5	1.0	0.0
27YO_UDI5	2:Ins:R:0	1.0	0.0
27YO_UDI5	2:Ins:R:1	1.0	0.0
27YO_UDI5	2:Ins:R:2	1.0	0.0
27YO_UDI5	2:Ins:R:3	1.0	0.0
27YO_UDI5	2:Ins:R:4	1.0	0.0
27YO_UDI5	2:Ins:R:5	1.0	0.0
27YO_UDI5	3:Ins:R:0	1.0	0.0
27YO_UDI5	3:Ins:R:1	1.0	0.0
27YO_UDI5	3:Ins:R:2	1.0	0.0
27YO_UDI5	3:Ins:R:3	1.0	0.0
27YO_UDI5	3:Ins:R:4	1.0	0.0
27YO_UDI5	3:Ins:R:5	1.0	0.0
27YO_UDI5	4:Ins:R:0	1.0	0.0
27YO_UDI5	4:Ins:R:1	1.0	0.0
27YO_UDI5	4:Ins:R:2	1.0	0.0
27YO_UDI5	4:Ins:R:3	1.0	0.0
27YO_UDI5	4:Ins:R:4	1.0	0.0
27YO_UDI5	4:Ins:R:5	1.0	0.0
27YO_UDI5	5:Ins:R:0	1.0	0.0
27YO_UDI5	5:Ins:R:1	1.0	0.0
27YO_UDI5	5:Ins:R:2	1.0	0.0
27YO_UDI5	5:Ins:R:3	1.0	0.0
27YO_UDI5	5:Ins:R:4	1.0	0.0
27YO_UDI5	5:Ins:R:5	1.0	0.0
27YO_UDI5	2:Del:M:1	1.0	0.0
27YO_UDI5	3:Del:M:1	1.0	0.0
27YO_UDI5	3:Del:M:2	1.0	0.0
27YO_UDI5	4:Del:M:1	1.0	0.0
27YO_UDI5	4:Del:M:2	1.0	0.0
27YO_UDI5	4:Del:M:3	1.0	0.0
27YO_UDI5	5:Del:M:1	1.0	0.0
27YO_UDI5	5:Del:M:2	1.0	0.0
27YO_UDI5	5:Del:M:3	1.0	0.0
27YO_UDI5	5:Del:M:4	1.0	0.0
27YO_UDI5	5:Del:M:5	1.0	0.0
27YO_UDI6	1:Del:C:0	1.0	0.0
27YO_UDI6	1:Del:C:1	1.0	0.0
27YO_UDI6	1:Del:C:2	1.0	0.0
27YO_UDI6	1:Del:C:3	1.0	0.0
27YO_UDI6	1:Del:C:4	1.0	0.0
27YO_UDI6	1:Del:C:5	1.0	0.0
27YO_UDI6	1:Del:T:0	1.0	0.0
27YO_UDI6	1:Del:T:1	1.0	0.0
27YO_UDI6	1:Del:T:2	1.0	0.0
27YO_UDI6	1:Del:T:3	1.0	0.0
27YO_UDI6	1:Del:T:4	1.0	0.0
27YO_UDI6	1:Del:T:5	1.0	0.0
27YO_UDI6	1:Ins:C:0	1.0	0.0
27YO_UDI6	1:Ins:C:1	1.0	0.0
27YO_UDI6	1:Ins:C:2	1.0	0.0
27YO_UDI6	1:Ins:C:3	1.0	0.0
27YO_UDI6	1:Ins:C:4	1.0	0.0
27YO_UDI6	1:Ins:C:5	1.0	0.0
27YO_UDI6	1:Ins:T:0	1.0	0.0
27YO_UDI6	1:Ins:T:1	1.0	0.0
27YO_UDI6	1:Ins:T:2	1.0	0.0
27YO_UDI6	1:Ins:T:3	1.0	0.0
27YO_UDI6	1:Ins:T:4	1.0	0.0
27YO_UDI6	1:Ins:T:5	1.0	0.0
27YO_UDI6	2:Del:R:0	1.0	0.0
27YO_UDI6	2:Del:R:1	1.0	0.0
27YO_UDI6	2:Del:R:2	1.0	0.0
27YO_UDI6	2:Del:R:3	1.0	0.0
27YO_UDI6	2:Del:R:4	1.0	0.0
27YO_UDI6	2:Del:R:5	1.0	0.0
27YO_UDI6	3:Del:R:0	1.0	0.0
27YO_UDI6	3:Del:R:1	1.0	0.0
27YO_UDI6	3:Del:R:2	1.0	0.0
27YO_UDI6	3:Del:R:3	1.0	0.0
27YO_UDI6	3:Del:R:4	1.0	0.0
27YO_UDI6	3:Del:R:5	1.0	0.0
27YO_UDI6	4:Del:R:0	1.0	0.0
27YO_UDI6	4:Del:R:1	1.0	0.0
27YO_UDI6	4:Del:R:2	1.0	0.0
27YO_UDI6	4:Del:R:3	1.0	0.0
27YO_UDI6	4:Del:R:4	1.0	0.0
27YO_UDI6	4:Del:R:5	1.0	0.0
27YO_UDI6	5:Del:R:0	1.0	0.0
27YO_UDI6	5:Del:R:1	1.0	0.0
27YO_UDI6	5:Del:R:2	1.0	0.0
27YO_UDI6	5:Del:R:3	1.0	0.0
27YO_UDI6	5:Del:R:4	1.0	0.0
27YO_UDI6	5:Del:R:5	1.0	0.0
27YO_UDI6	2:Ins:R:0	1.0	0.0
27YO_UDI6	2:Ins:R:1	1.0	0.0
27YO_UDI6	2:Ins:R:2	1.0	0.0
27YO_UDI6	2:Ins:R:3	1.0	0.0
27YO_UDI6	2:Ins:R:4	1.0	0.0
27YO_UDI6	2:Ins:R:5	1.0	0.0
27YO_UDI6	3:Ins:R:0	1.0	0.0
27YO_UDI6	3:Ins:R:1	1.0	0.0
27YO_UDI6	3:Ins:R:2	1.0	0.0
27YO_UDI6	3:Ins:R:3	1.0	0.0
27YO_UDI6	3:Ins:R:4	1.0	0.0
27YO_UDI6	3:Ins:R:5	1.0	0.0
27YO_UDI6	4:Ins:R:0	1.0	0.0
27YO_UDI6	4:Ins:R:1	1.0	0.0
27YO_UDI6	4:Ins:R:2	1.0	0.0
27YO_UDI6	4:Ins:R:3	1.0	0.0
27YO_UDI6	4:Ins:R:4	1.0	0.0
27YO_UDI6	4:Ins:R:5	1.0	0.0
27YO_UDI6	5:Ins:R:0	1.0	0.0
27YO_UDI6	5:Ins:R:1	1.0	0.0
27YO_UDI6	5:Ins:R:2	1.0	0.0
27YO_UDI6	5:Ins:R:3	1.0	0.0
27YO_UDI6	5:Ins:R:4	1.0	0.0
27YO_UDI6	5:Ins:R:5	1.0	0.0
27YO_UDI6	2:Del:M:1	1.0	0.0
27YO_UDI6	3:Del:M:1	1.0	0.0
27YO_UDI6	3:Del:M:2	1.0	0.0
27YO_UDI6	4:Del:M:1	1.0	0.0
27YO_UDI6	4:Del:M:2	1.0	0.0
27YO_UDI6	4:Del:M:3	1.0	0.0
27YO_UDI6	5:Del:M:1	1.0	0.0
27YO_UDI6	5:Del:M:2	1.0	0.0
27YO_UDI6	5:Del:M:3	1.0	0.0
27YO_UDI6	5:Del:M:4	1.0	0.0
27YO_UDI6	5:Del:M:5	1.0	0.0
CUH832_PBMC_CD4	1:Del:C:0	0.8752447969294281	0.1247552030705719
CUH832_PBMC_CD4	1:Del:C:1	0.922410712921973	0.0775892870780271
CUH832_PBMC_CD4	1:Del:C:2	0.9531354489997068	0.046864551000293075
CUH832_PBMC_CD4	1:Del:C:3	0.9636704810909763	0.03632951890902359
CUH832_PBMC_CD4	1:Del:C:4	0.6680439434180782	0.33195605658192184
CUH832_PBMC_CD4	1:Del:C:5	0.25785842065881187	0.7421415793411881
CUH832_PBMC_CD4	1:Del:T:0	0.9001551224586067	0.0998448775413932
CUH832_PBMC_CD4	1:Del:T:1	0.9010047722013255	0.0989952277986746
CUH832_PBMC_CD4	1:Del:T:2	0.9558533210728377	0.044146678927162265
CUH832_PBMC_CD4	1:Del:T:3	0.7612108323412758	0.2387891676587242
CUH832_PBMC_CD4	1:Del:T:4	0.6034367441400333	0.39656325585996666
CUH832_PBMC_CD4	1:Del:T:5	0.610590014740076	0.3894099852599241
CUH832_PBMC_CD4	1:Ins:C:0	0.8649554676579156	0.13504453234208436
CUH832_PBMC_CD4	1:Ins:C:1	0.47413834770626595	0.525861652293734
CUH832_PBMC_CD4	1:Ins:C:2	0.7369586111014119	0.26304138889858814
CUH832_PBMC_CD4	1:Ins:C:3	0.7754237500441687	0.2245762499558312
CUH832_PBMC_CD4	1:Ins:C:4	0.3485657691832422	0.6514342308167578
CUH832_PBMC_CD4	1:Ins:C:5	0.6030675154774622	0.3969324845225378
CUH832_PBMC_CD4	1:Ins:T:0	0.5117961745097279	0.4882038254902721
CUH832_PBMC_CD4	1:Ins:T:1	0.6317787433753939	0.36822125662460614
CUH832_PBMC_CD4	1:Ins:T:2	0.9324411362337325	0.06755886376626757
CUH832_PBMC_CD4	1:Ins:T:3	0.7186927999790153	0.28130720002098486
CUH832_PBMC_CD4	1:Ins:T:4	0.4380564547268975	0.5619435452731025
CUH832_PBMC_CD4	1:Ins:T:5	0.5531135205640002	0.4468864794359998
CUH832_PBMC_CD4	2:Del:R:0	0.8320834124738941	0.16791658752610594
CUH832_PBMC_CD4	2:Del:R:1	0.8911257623692872	0.10887423763071284
CUH832_PBMC_CD4	2:Del:R:2	0.9443447017606803	0.05565529823931974
CUH832_PBMC_CD4	2:Del:R:3	0.9915692850935215	0.0084307149064786
CUH832_PBMC_CD4	2:Del:R:4	0.6867543291366339	0.31324567086336597
CUH832_PBMC_CD4	2:Del:R:5	0.6192144589955023	0.3807855410044977
CUH832_PBMC_CD4	3:Del:R:0	0.9999972642886747	2.7357113252040827e-06
CUH832_PBMC_CD4	3:Del:R:1	0.9696648331060623	0.030335166893937667
CUH832_PBMC_CD4	3:Del:R:2	0.7204226685582352	0.2795773314417647
CUH832_PBMC_CD4	3:Del:R:3	0.7084766208581651	0.2915233791418348
CUH832_PBMC_CD4	3:Del:R:4	0.4775728702630337	0.5224271297369664
CUH832_PBMC_CD4	3:Del:R:5	0.8371543654736867	0.1628456345263132
CUH832_PBMC_CD4	4:Del:R:0	0.9999488939594532	5.1106040546763194e-05
CUH832_PBMC_CD4	4:Del:R:1	0.9738041555141906	0.026195844485809357
CUH832_PBMC_CD4	4:Del:R:2	0.7183916308413771	0.2816083691586228
CUH832_PBMC_CD4	4:Del:R:3	0.7186927999790153	0.28130720002098486
CUH832_PBMC_CD4	4:Del:R:4	0.7186927999790153	0.28130720002098486
CUH832_PBMC_CD4	4:Del:R:5	0.7186927999790153	0.28130720002098486
CUH832_PBMC_CD4	5:Del:R:0	0.8961192770687333	0.10388072293126663
CUH832_PBMC_CD4	5:Del:R:1	0.6390928930511542	0.36090710694884576
CUH832_PBMC_CD4	5:Del:R:2	0.9644674361075253	0.03553256389247469
CUH832_PBMC_CD4	5:Del:R:3	0.6939197870022223	0.30608021299777766
CUH832_PBMC_CD4	5:Del:R:4	0.7186927999790153	0.28130720002098486
CUH832_PBMC_CD4	5:Del:R:5	0.7186927999790153	0.28130720002098486
CUH832_PBMC_CD4	2:Ins:R:0	0.9772424588447506	0.02275754115524938
CUH832_PBMC_CD4	2:Ins:R:1	0.9617584327758113	0.038241567224188665
CUH832_PBMC_CD4	2:Ins:R:2	0.9277601423513614	0.07223985764863852
CUH832_PBMC_CD4	2:Ins:R:3	0.8089396995066142	0.19106030049338577
CUH832_PBMC_CD4	2:Ins:R:4	0.9617246941906847	0.0382753058093152
CUH832_PBMC_CD4	2:Ins:R:5	0.9986834698311252	0.0013165301688747317
CUH832_PBMC_CD4	3:Ins:R:0	0.8752335552864541	0.12476644471354598
CUH832_PBMC_CD4	3:Ins:R:1	0.6851737959181906	0.31482620408180934
CUH832_PBMC_CD4	3:Ins:R:2	0.9891751292130265	0.010824870786973442
CUH832_PBMC_CD4	3:Ins:R:3	0.9624540326464853	0.03754596735351468
CUH832_PBMC_CD4	3:Ins:R:4	0.9696572713671984	0.030342728632801574
CUH832_PBMC_CD4	3:Ins:R:5	0.7186927999790153	0.28130720002098486
CUH832_PBMC_CD4	4:Ins:R:0	0.9458714825533309	0.05412851744666902
CUH832_PBMC_CD4	4:Ins:R:1	0.5332653100641233	0.4667346899358768
CUH832_PBMC_CD4	4:Ins:R:2	0.9355106833614517	0.06448931663854832
CUH832_PBMC_CD4	4:Ins:R:3	0.9129207500977068	0.08707924990229321
CUH832_PBMC_CD4	4:Ins:R:4	0.7186927999790153	0.28130720002098486
CUH832_PBMC_CD4	4:Ins:R:5	0.7186927999790153	0.28130720002098486
CUH832_PBMC_CD4	5:Ins:R:0	0.9242441358981743	0.07575586410182575
CUH832_PBMC_CD4	5:Ins:R:1	0.2976434981377823	0.7023565018622177
CUH832_PBMC_CD4	5:Ins:R:2	0.9681409035073322	0.03185909649266785
CUH832_PBMC_CD4	5:Ins:R:3	0.7186927999790153	0.28130720002098486
CUH832_PBMC_CD4	5:Ins:R:4	0.7186927999790153	0.28130720002098486
CUH832_PBMC_CD4	5:Ins:R:5	0.7186927999790153	0.28130720002098486
CUH832_PBMC_CD4	2:Del:M:1	0.8073889507412804	0.19261104925871958
CUH832_PBMC_CD4	3:Del:M:1	0.6242890125634976	0.3757109874365024
CUH832_PBMC_CD4	3:Del:M:2	0.7134470410995626	0.28655295890043747
CUH832_PBMC_CD4	4:Del:M:1	0.8977156228434563	0.1022843771565437
CUH832_PBMC_CD4	4:Del:M:2	0.876357811569035	0.12364218843096494
CUH832_PBMC_CD4	4:Del:M:3	0.9565649841798622	0.04343501582013778
CUH832_PBMC_CD4	5:Del:M:1	0.9612263722537718	0.03877362774622813
CUH832_PBMC_CD4	5:Del:M:2	0.9679966562494663	0.03200334375053363
CUH832_PBMC_CD4	5:Del:M:3	0.9760428142514223	0.023957185748577744
CUH832_PBMC_CD4	5:Del:M:4	0.838231535219343	0.161768464780657
CUH832_PBMC_CD4	5:Del:M:5	0.9299862134458503	0.07001378655414973
CUH832_PBMC_CD8	1:Del:C:0	0.8893660939029296	0.11063390609707027
CUH832_PBMC_CD8	1:Del:C:1	0.9316103654424136	0.06838963455758637
CUH832_PBMC_CD8	1:Del:C:2	0.9588546132994865	0.04114538670051343
CUH832_PBMC_CD8	1:Del:C:3	0.9681469573154773	0.03185304268452279
CUH832_PBMC_CD8	1:Del:C:4	0.6975131431811953	0.3024868568188048
CUH832_PBMC_CD8	1:Del:C:5	0.2847547553300661	0.7152452446699339
CUH832_PBMC_CD8	1:Del:T:0	0.9117410997159552	0.0882589002840448
CUH832_PBMC_CD8	1:Del:T:1	0.9125017398968606	0.0874982601031394
CUH832_PBMC_CD8	1:Del:T:2	0.9612542900102757	0.038745709989724327
CUH832_PBMC_CD8	1:Del:T:3	0.7850701736735743	0.21492982632642563
CUH832_PBMC_CD8	1:Del:T:4	0.6355121126436493	0.3644878873563506
CUH832_PBMC_CD8	1:Del:T:5	0.6424296443464089	0.35757035565359113
CUH832_PBMC_CD8	1:Ins:C:0	0.8800818622871378	0.11991813771286217
CUH832_PBMC_CD8	1:Ins:C:1	0.5081475703747025	0.4918524296252974
CUH832_PBMC_CD8	1:Ins:C:2	0.7624850828552463	0.23751491714475373
CUH832_PBMC_CD8	1:Ins:C:3	0.7982393724781258	0.20176062752187424
CUH832_PBMC_CD8	1:Ins:C:4	0.38007796118436527	0.6199220388156347
CUH832_PBMC_CD8	1:Ins:C:5	0.6351546920176626	0.3648453079823373
CUH832_PBMC_CD8	1:Ins:T:0	0.545703477744791	0.45429652225520906
CUH832_PBMC_CD8	1:Ins:T:1	0.6628425433727531	0.337157456627247
CUH832_PBMC_CD8	1:Ins:T:2	0.9405281744820448	0.05947182551795517
CUH832_PBMC_CD8	1:Ins:T:3	0.7453794215462715	0.2546205784537285
CUH832_PBMC_CD8	1:Ins:T:4	0.4717996037041264	0.5282003962958736
CUH832_PBMC_CD8	1:Ins:T:5	0.5864698501340425	0.4135301498659576
CUH832_PBMC_CD8	2:Del:R:0	0.8502543704169301	0.14974562958306994
CUH832_PBMC_CD8	2:Del:R:1	0.9036473517430371	0.09635264825696285
CUH832_PBMC_CD8	2:Del:R:2	0.9510815946442983	0.04891840535570167
CUH832_PBMC_CD8	2:Del:R:3	0.9926343818636855	0.007365618136314427
CUH832_PBMC_CD8	2:Del:R:4	0.7152704681078785	0.2847295318921216
CUH832_PBMC_CD8	2:Del:R:5	0.6507522658172069	0.34924773418279303
CUH832_PBMC_CD8	3:Del:R:0	0.9999976124692849	2.387530715108358e-06
CUH832_PBMC_CD8	3:Del:R:1	0.9734230632437596	0.026576936756240344
CUH832_PBMC_CD8	3:Del:R:2	0.7470029530180032	0.2529970469819967
CUH832_PBMC_CD8	3:Del:R:3	0.7357761036243976	0.2642238963756024
CUH832_PBMC_CD8	3:Del:R:4	0.5115887794167484	0.48841122058325165
CUH832_PBMC_CD8	3:Del:R:5	0.8548722843293969	0.1451277156706031
CUH832_PBMC_CD8	4:Del:R:0	0.9999553980745047	4.460192549526042e-05
CUH832_PBMC_CD8	4:Del:R:1	0.9770616953974581	0.022938304602541877
CUH832_PBMC_CD8	4:Del:R:2	0.7450966898572559	0.2549033101427441
CUH832_PBMC_CD8	4:Del:R:3	0.7453794215462715	0.2546205784537285
CUH832_PBMC_CD8	4:Del:R:4	0.7453794215462715	0.2546205784537285
CUH832_PBMC_CD8	4:Del:R:5	0.7453794215462715	0.2546205784537285
CUH832_PBMC_CD8	5:Del:R:0	0.9081257740403478	0.09187422595965224
CUH832_PBMC_CD8	5:Del:R:1	0.6698620917248607	0.33013790827513934
CUH832_PBMC_CD8	5:Del:R:2	0.9688488869227462	0.031151113077253812
CUH832_PBMC_CD8	5:Del:R:3	0.7220476315478771	0.27795236845212296
CUH832_PBMC_CD8	5:Del:R:4	0.7453794215462715	0.2546205784537285
CUH832_PBMC_CD8	5:Del:R:5	0.7453794215462715	0.2546205784537285
CUH832_PBMC_CD8	2:Ins:R:0	0.9800811800179908	0.019918819982009135
CUH832_PBMC_CD8	2:Ins:R:1	0.9664623097524715	0.03353769024752855
CUH832_PBMC_CD8	2:Ins:R:2	0.9363692747477315	0.06363072525226862
CUH832_PBMC_CD8	2:Ins:R:3	0.829100747985632	0.17089925201436795
CUH832_PBMC_CD8	2:Ins:R:4	0.9664325763146429	0.03356742368535718
CUH832_PBMC_CD8	2:Ins:R:5	0.9988508356641345	0.0011491643358655867
CUH832_PBMC_CD8	3:Ins:R:0	0.8893559638659891	0.11064403613401073
CUH832_PBMC_CD8	3:Ins:R:1	0.7137738501492341	0.2862261498507659
CUH832_PBMC_CD8	3:Ins:R:2	0.9905398066296236	0.009460193370376437
CUH832_PBMC_CD8	3:Ins:R:3	0.9670752769635919	0.032924723036408074
CUH832_PBMC_CD8	3:Ins:R:4	0.9734164126470102	0.02658358735298987
CUH832_PBMC_CD8	3:Ins:R:5	0.7453794215462715	0.2546205784537285
CUH832_PBMC_CD8	4:Ins:R:0	0.952432872654235	0.04756712734576501
CUH832_PBMC_CD8	4:Ins:R:1	0.5669432089724322	0.4330567910275678
CUH832_PBMC_CD8	4:Ins:R:2	0.9432526475543236	0.05674735244567634
CUH832_PBMC_CD8	4:Ins:R:3	0.9231518702219574	0.07684812977804248
CUH832_PBMC_CD8	4:Ins:R:4	0.7453794215462715	0.2546205784537285
CUH832_PBMC_CD8	4:Ins:R:5	0.7453794215462715	0.2546205784537285
CUH832_PBMC_CD8	5:Ins:R:0	0.9332421349976444	0.06675786500235566
CUH832_PBMC_CD8	5:Ins:R:1	0.32686195914742433	0.6731380408525756
CUH832_PBMC_CD8	5:Ins:R:2	0.9720824978835565	0.027917502116443473
CUH832_PBMC_CD8	5:Ins:R:3	0.7453794215462715	0.2546205784537285
CUH832_PBMC_CD8	5:Ins:R:4	0.7453794215462715	0.2546205784537285
CUH832_PBMC_CD8	5:Ins:R:5	0.7453794215462715	0.2546205784537285
CUH832_PBMC_CD8	2:Del:M:1	0.8276787788560528	0.17232122114394724
CUH832_PBMC_CD8	3:Del:M:1	0.6556402626237614	0.34435973737623865
CUH832_PBMC_CD8	3:Del:M:2	0.7404515894100323	0.2595484105899677
CUH832_PBMC_CD8	4:Del:M:1	0.9095562365159322	0.0904437634840678
CUH832_PBMC_CD8	4:Del:M:2	0.8903689046448199	0.10963109535518009
CUH832_PBMC_CD8	4:Del:M:3	0.9618823592423279	0.038117640757672065
CUH832_PBMC_CD8	5:Del:M:1	0.9659933808771931	0.034006619122806885
CUH832_PBMC_CD8	5:Del:M:2	0.971955579880962	0.028044420119038047
CUH832_PBMC_CD8	5:Del:M:3	0.979027964863258	0.02097203513674197
CUH832_PBMC_CD8	5:Del:M:4	0.8558524359928974	0.14414756400710255
CUH832_PBMC_CD8	5:Del:M:5	0.9383476847475681	0.061652315252431956
CUH832_TILS_CD4	1:Del:C:0	0.9363039359352872	0.06369606406471288
CUH832_TILS_CD4	1:Del:C:1	0.9614033448016215	0.038596655198378585
CUH832_TILS_CD4	1:Del:C:2	0.977071130732757	0.02292886926724298
CUH832_TILS_CD4	1:Del:C:3	0.9823252605209508	0.017674739479049264
CUH832_TILS_CD4	1:Del:C:4	0.8083026223752573	0.19169737762474262
CUH832_TILS_CD4	1:Del:C:5	0.4212943632691348	0.5787056367308653
CUH832_TILS_CD4	1:Del:T:0	0.9497227086758444	0.0502772913241555
CUH832_TILS_CD4	1:Del:T:1	0.9501739013295266	0.04982609867047341
CUH832_TILS_CD4	1:Del:T:2	0.9784322829940677	0.021567717005932314
CUH832_TILS_CD4	1:Del:T:3	0.8697779119757937	0.13022208802420634
CUH832_TILS_CD4	1:Del:T:4	0.7612369161612987	0.2387630838387013
CUH832_TILS_CD4	1:Del:T:5	0.7666445053587344	0.23335549464126568
CUH832_TILS_CD4	1:Ins:C:0	0.9306515170817422	0.06934848291825778
CUH832_TILS_CD4	1:Ins:C:1	0.6538777086705763	0.3461222913294238
CUH832_TILS_CD4	1:Ins:C:2	0.854443684529296	0.14555631547070402
CUH832_TILS_CD4	1:Ins:C:3	0.8785597511416962	0.12144024885830397
CUH832_TILS_CD4	1:Ins:C:4	0.5285483384272076	0.4714516615727924
CUH832_TILS_CD4	1:Ins:C:5	0.76095640899644	0.23904359100356
CUH832_TILS_CD4	1:Ins:T:0	0.6871568544157666	0.3128431455842334
CUH832_TILS_CD4	1:Ins:T:1	0.7823684743723999	0.21763152562760013
CUH832_TILS_CD4	1:Ins:T:2	0.9665756195006818	0.033424380499318215
CUH832_TILS_CD4	1:Ins:T:3	0.8425936177358027	0.15740638226419748
CUH832_TILS_CD4	1:Ins:T:4	0.6202509698688267	0.37974903013117345
CUH832_TILS_CD4	1:Ins:T:5	0.7217032105708769	0.27829678942912306
CUH832_TILS_CD4	2:Del:R:0	0.9121467063819182	0.08785329361808189
CUH832_TILS_CD4	2:Del:R:1	0.9449015589110554	0.05509844108894455
CUH832_TILS_CD4	2:Del:R:2	0.9726413101824063	0.027358689817593745
CUH832_TILS_CD4	2:Del:R:3	0.9959584386860456	0.004041561313954447
CUH832_TILS_CD4	2:Del:R:4	0.8212230848468823	0.1787769151531177
CUH832_TILS_CD4	2:Del:R:5	0.7730971095814777	0.22690289041852227
CUH832_TILS_CD4	3:Del:R:0	0.9999986943177276	1.3056822723770606e-06
CUH832_TILS_CD4	3:Del:R:1	0.9852885727824958	0.014711427217504184
CUH832_TILS_CD4	3:Del:R:2	0.8437272424411316	0.15627275755886835
CUH832_TILS_CD4	3:Del:R:3	0.835849385875245	0.16415061412475496
CUH832_TILS_CD4	3:Del:R:4	0.6569875766388035	0.34301242336119653
CUH832_TILS_CD4	3:Del:R:5	0.9150466645243714	0.08495333547562849
CUH832_TILS_CD4	4:Del:R:0	0.999975607829023	2.4392170977032807e-05
CUH832_TILS_CD4	4:Del:R:1	0.9873238598935246	0.01267614010647537
CUH832_TILS_CD4	4:Del:R:2	0.8423960086126567	0.1576039913873433
CUH832_TILS_CD4	4:Del:R:3	0.8425936177358027	0.15740638226419748
CUH832_TILS_CD4	4:Del:R:4	0.8425936177358027	0.15740638226419748
CUH832_TILS_CD4	4:Del:R:5	0.8425936177358027	0.15740638226419748
CUH832_TILS_CD4	5:Del:R:0	0.9475737512780393	0.05242624872196062
CUH832_TILS_CD4	5:Del:R:1	0.7876965669072656	0.2123034330927344
CUH832_TILS_CD4	5:Del:R:2	0.9827203264281286	0.017279673571871403
CUH832_TILS_CD4	5:Del:R:3	0.8260915178689135	0.1739084821310864
CUH832_TILS_CD4	5:Del:R:4	0.8425936177358027	0.15740638226419748
CUH832_TILS_CD4	5:Del:R:5	0.8425936177358027	0.15740638226419748
CUH832_TILS_CD4	2:Ins:R:0	0.989007681787619	0.010992318212380994
CUH832_TILS_CD4	2:Ins:R:1	0.9813760518660806	0.018623948133919384
CUH832_TILS_CD4	2:Ins:R:2	0.9641688390016062	0.03583116099839376
CUH832_TILS_CD4	2:Ins:R:3	0.8986945031912483	0.10130549680875166
CUH832_TILS_CD4	2:Ins:R:4	0.9813592854513117	0.018640714548688386
CUH832_TILS_CD4	2:Ins:R:5	0.9993712233403288	0.0006287766596712277
CUH832_TILS_CD4	3:Ins:R:0	0.936297795859109	0.06370220414089095
CUH832_TILS_CD4	3:Ins:R:1	0.8201433452969197	0.1798566547030804
CUH832_TILS_CD4	3:Ins:R:2	0.9948041841057438	0.00519581589425617
CUH832_TILS_CD4	3:Ins:R:3	0.9817215963083112	0.01827840369168877
CUH832_TILS_CD4	3:Ins:R:4	0.985284846518337	0.014715153481662906
CUH832_TILS_CD4	3:Ins:R:5	0.8425936177358027	0.15740638226419748
CUH832_TILS_CD4	4:Ins:R:0	0.9734136897682699	0.02658631023173016
CUH832_TILS_CD4	4:Ins:R:1	0.7053540238681704	0.29464597613182975
CUH832_TILS_CD4	4:Ins:R:2	0.9681472411267348	0.03185275887326521
CUH832_TILS_CD4	4:Ins:R:3	0.9564574486288765	0.043542551371123554
CUH832_TILS_CD4	4:Ins:R:4	0.8425936177358027	0.15740638226419748
CUH832_TILS_CD4	4:Ins:R:5	0.8425936177358027	0.15740638226419748
